line,loc,DTT,PH,EW
MG_434,JL,79,196,57.75
MG_434,LN,70,202.18,127.5
MG_435,BJ,67,206.75,68
MG_435,HeB,58,219.2,96
MG_435,HN,58,207.2,77
MG_435,JL,86,216.6,64.2
MG_435,LN,74,229,91
MG_436,BJ,62,260.2,82
MG_436,HeB,54,202,81
MG_436,HN,60,231.38,77.6
MG_436,JL,80,220.75,136
MG_436,LN,71,239.8,125
MG_437,BJ,65,230.4,92
MG_437,HeB,58,199.4,91
MG_437,HN,64,182.2,73
MG_437,JL,83,222,83
MG_437,LN,72,207.4,117
MG_438,BJ,68,197.4,92
MG_438,HeB,70,178.2,113.5
MG_438,HN,69,151.4,54.6
MG_438,JL,85,204,117.8
MG_438,LN,77,204.2,127.5
MG_439,BJ,60,208.8,70
MG_439,HeB,56,185.8,74
MG_439,HN,59,195,46
MG_439,JL,80,194,157.8
MG_439,LN,68,213.2,121.25
MG_440,BJ,69,156.25,98
MG_440,HeB,57,138.6,89.5
MG_440,HN,60,123.6,55.4
MG_440,JL,81,145.5,96.8
MG_440,LN,71,152.25,136
MG_441,BJ,63,197.2,133.33
MG_441,HeB,55,180,97
MG_441,HN,58,173.2,86.6
MG_441,JL,83,215,86.2
MG_441,LN,71,203,133.75
MG_442,BJ,62,175,50
MG_442,HeB,54,158.4,66.5
MG_442,HN,56,149.8,62.2
MG_442,JL,77,197.6,82.8
MG_442,LN,73,176.4,93.75
MG_443,BJ,64,238.5,77.5
MG_443,HeB,58,218,85.75
MG_443,HN,60,206.5,79.6
MG_443,JL,84,211,144.25
MG_443,LN,73,224.2,100
MG_444,BJ,68,214.4,100
MG_444,HeB,58,202,111
MG_444,HN,63,185.4,99.6
MG_444,JL,88,194.6,87.8
MG_444,LN,75,184.5,117
MG_445,BJ,65,207.8,90
MG_445,HeB,61,189.75,84.1
MG_445,HN,59,170.25,80.4
MG_445,JL,83,186.75,111.8
MG_445,LN,77,194.75,117
MG_446,BJ,70,178.33,72
MG_446,HeB,62,157.2,135.25
MG_446,HN,60,169.75,71.2
MG_446,JL,81,189.25,131.4
MG_446,LN,77,175,85
MG_447,BJ,69,221.6,12
MG_447,HeB,61,222.5,78
MG_447,HN,67,214.75,57
MG_447,JL,85,235,95.4
MG_447,LN,73,222.8,99
MG_448,BJ,61,189.5,107.5
MG_448,HeB,60,172.5,89.5
MG_448,HN,61,155.5,68
MG_448,JL,81,218.75,121.8
MG_448,LN,70,204.25,105
MG_449,BJ,62,231.4,70
MG_449,HeB,57,221.4,61.95
MG_449,HN,60,191.75,43.6
MG_449,JL,77,224.75,107.2
MG_449,LN,72,214.4,98.33
MG_450,BJ,67,191,112.5
MG_450,HeB,58,150.8,109.8
MG_450,HN,60,144.2,56.6
MG_450,JL,81,184.25,118.6
MG_450,LN,70,177.3,175
MG_451,BJ,67,233,34
MG_451,HeB,57,209.5,NA
MG_451,HN,59,215,61.25
MG_451,JL,87,233.4,60.6
MG_451,LN,73,243,66
MG_452,BJ,66,185.6,80
MG_452,HeB,61,180.4,61.12
MG_452,HN,61,179.2,61.8
MG_452,JL,85,198.75,73.4
MG_452,LN,75,197.5,105
MG_453,BJ,60,245,66.67
MG_453,HeB,54,190,97.38
MG_453,HN,59,186.2,59
MG_453,JL,81,206.5,65.4
MG_453,LN,70,219.3,123
MG_454,BJ,69,233.5,60
MG_454,HeB,66,219.75,77.12
MG_454,HN,67,215.8,92.6
MG_454,JL,80,230,121.4
MG_454,LN,76,226,143
MG_455,BJ,67,228.75,106
MG_455,HeB,61,207,116.7
MG_455,HN,62,222,114.2
MG_455,JL,88,222.75,120.8
MG_455,LN,76,232.5,127
MG_456,BJ,63,214.75,114
MG_456,HeB,56,214.5,114.38
MG_456,HN,58,205.6,112.6
MG_456,JL,74,235.2,164.6
MG_456,LN,69,216.75,171
MG_457,BJ,61,201.8,46.67
MG_457,HeB,55,217.8,89.33
MG_457,HN,58,209,54.6
MG_457,JL,77,211.2,84.2
MG_457,LN,71,235.25,99
MG_458,BJ,63,224.8,106.67
MG_458,HeB,62,203,149.62
MG_458,HN,56,175,80.8
MG_458,JL,80,228.75,133.8
MG_458,LN,72,215,172.5
MG_459,BJ,63,237,58
MG_459,HeB,58,205.5,73.5
MG_459,HN,60,219.8,52.2
MG_459,JL,80,219.2,162.8
MG_459,LN,73,229.25,110
MG_460,BJ,68,209.4,102.5
MG_460,HeB,61,199,102.3
MG_460,HN,60,193,92.8
MG_460,JL,88,216.8,53
MG_460,LN,74,205.8,116
MG_461,BJ,60,248.4,100
MG_461,HeB,57,234,112.25
MG_461,HN,59,231,73
MG_461,JL,77,222.2,86.2
MG_461,LN,70,262,143
MG_462,BJ,65,221,122
MG_462,HeB,60,186,105.75
MG_462,HN,58,166.25,101
MG_462,JL,83,252.2,124.6
MG_462,LN,70,196.75,91
MG_463,BJ,65,250.4,84
MG_463,HeB,54,204.6,89.5
MG_463,HN,58,179.8,57.2
MG_463,JL,76,226,121.6
MG_463,LN,73,255.2,118
MG_464,BJ,64,233,116
MG_464,HeB,57,222.4,110.38
MG_464,HN,56,214,86.6
MG_464,JL,75,180.2,77.8
MG_464,LN,67,213.4,115
MG_465,BJ,61,202.8,30
MG_465,HeB,57,167.5,65.75
MG_465,HN,60,191.2,55.2
MG_465,JL,81,170.4,83
MG_465,LN,70,191,97
MG_466,BJ,61,240.25,60
MG_466,HeB,56,229.5,86.25
MG_466,HN,58,193,48.4
MG_466,JL,82,218.2,70.6
MG_466,LN,68,241.2,104
MG_467,BJ,61,210.75,76.67
MG_467,HeB,53,174.8,76.8
MG_467,HN,57,175.5,54
MG_467,JL,82,238.4,97.75
MG_467,LN,70,220.4,114
MG_468,BJ,67,251,24
MG_468,HeB,62,251.5,99.3
MG_468,HN,63,231.4,71
MG_468,JL,87,265,54.2
MG_468,LN,78,241.4,86.67
MG_469,BJ,65,266,70
MG_469,HeB,60,242,60.5
MG_469,HN,60,234.6,NA
MG_469,JL,84,254.8,71.4
MG_469,LN,71,267.57,123.33
MG_470,BJ,66,245,126.67
MG_470,HeB,58,219.5,87.5
MG_470,HN,63,216.25,59
MG_470,JL,87,223.8,82.8
MG_470,LN,77,246.8,195
MG_471,BJ,57,186,100
MG_471,HeB,52,229.8,103.83
MG_471,HN,54,215,65.25
MG_471,JL,76,256.2,93.8
MG_471,LN,68,238.97,126
MG_472,BJ,64,230.8,92.5
MG_472,HeB,60,205.75,102.5
MG_472,HN,62,208.5,63.6
MG_472,JL,87,205.5,107.6
MG_472,LN,76,242.62,150
MG_473,BJ,62,194.5,47.5
MG_473,HeB,53,164,92.75
MG_473,HN,57,174,69.5
MG_473,JL,75,243.5,87.6
MG_473,LN,70,201.32,111
MG_474,BJ,68,242.6,86.67
MG_474,HeB,62,251.75,105.5
MG_474,HN,64,194.5,70.2
MG_474,JL,85,233.6,114.4
MG_474,LN,78,255,120
MG_475,BJ,68,210,102
MG_475,HeB,62,202.67,69.5
MG_475,HN,69,148.2,18.4
MG_475,JL,84,229,35.4
MG_475,LN,73,234,130
MG_476,BJ,63,248.6,90
MG_476,HeB,54,219.2,116.04
MG_476,HN,61,184.5,47
MG_476,JL,82,274,117
MG_476,LN,73,252.5,150
MG_477,BJ,67,255.4,60
MG_477,HeB,61,236,97.5
MG_477,HN,61,226.2,91.4
MG_477,JL,87,274,105.4
MG_477,LN,77,252.75,128
MG_478,BJ,66,169.4,53.33
MG_478,HeB,62,146,95
MG_478,HN,58,136.2,44.2
MG_478,JL,83,179.6,89.4
MG_478,LN,75,166.1,117
MG_479,BJ,64,192.8,56.67
MG_479,HeB,57,148.75,62.9
MG_479,HN,59,153,43
MG_479,JL,81,182.4,91.8
MG_479,LN,72,159,93.75
MG_480,BJ,62,234.4,110
MG_480,HeB,55,204,126.8
MG_480,HN,60,206,83.6
MG_480,JL,76,233.2,107.8
MG_480,LN,72,176.38,157.4
MG_481,BJ,61,224.4,93.33
MG_481,HeB,57,198.4,123.8
MG_481,HN,63,186.5,81.6
MG_481,JL,83,228,108.8
MG_481,LN,70,207.5,158.33
MG_482,BJ,65,183.75,78
MG_482,HeB,56,168.75,NA
MG_482,HN,56,184.8,78.4
MG_482,JL,86,219.5,118
MG_482,LN,71,200,90
MG_483,BJ,63,228.67,90
MG_483,HeB,61,235,92.7
MG_483,HN,59,196.4,74.2
MG_483,JL,87,228,89.6
MG_483,LN,73,239.4,138
MG_484,BJ,64,280,94
MG_484,HeB,57,226.6,68.2
MG_484,HN,58,237.8,65
MG_484,JL,84,272,75
MG_484,LN,73,275.5,118.75
MG_485,BJ,63,214.25,105
MG_485,HeB,57,166,113.88
MG_485,HN,56,164.5,72
MG_485,JL,79,200.75,100.4
MG_485,LN,77,187.75,123
MG_486,BJ,61,198,76
MG_486,HeB,55,191.2,66
MG_486,HN,61,161.4,37.8
MG_486,JL,75,216,105.4
MG_486,LN,73,198.75,87
MG_487,BJ,63,183.5,102
MG_487,HeB,55,153.2,88.8
MG_487,HN,60,142.1,76.6
MG_487,JL,80,179.8,105
MG_487,LN,73,184.8,107
MG_488,BJ,69,178.6,96
MG_488,HeB,62,181.25,118
MG_488,HN,61,179.4,84.6
MG_488,JL,83,168.4,94.4
MG_488,LN,74,174.5,113
MG_489,BJ,61,249,88
MG_489,HeB,58,234.4,93.4
MG_489,HN,60,200.25,80.4
MG_489,JL,83,210.6,97.6
MG_489,LN,72,231.2,97.5
MG_49,BJ,58,249.6,46
MG_49,HeB,55,228.8,54.25
MG_49,HN,54,215.25,45.8
MG_49,JL,75,234.6,84.4
MG_49,LN,68,241.12,77.5
MG_490,BJ,65,237.2,37.5
MG_490,HeB,55,195.6,101.1
MG_490,HN,59,176.4,58.6
MG_490,JL,81,202,60.4
MG_490,LN,70,203.4,113.33
MG_491,BJ,64,233.6,162
MG_491,HeB,60,212.2,119
MG_491,HN,NA,NA,NA
MG_491,JL,81,199,164.4
MG_491,LN,72,216.2,193
MG_492,BJ,69,230.75,100
MG_492,HeB,62,197.8,81.4
MG_492,HN,60,170,46.6
MG_492,JL,88,216.4,49.25
MG_492,LN,74,240.4,110
MG_493,BJ,65,224,22.5
MG_493,HeB,55,196,63.88
MG_493,HN,58,195.5,62
MG_493,JL,82,234.6,66.8
MG_493,LN,77,229,80
MG_494,BJ,66,239.75,92.5
MG_494,HeB,60,211.25,86.38
MG_494,HN,59,186.3,75.8
MG_494,JL,84,228,147
MG_494,LN,74,239.5,108
MG_495,BJ,63,206.6,43.33
MG_495,HeB,57,193.6,85
MG_495,HN,59,184.2,36.2
MG_495,JL,81,217.2,86.4
MG_495,LN,68,223,99
MG_496,BJ,68,188.5,80
MG_496,HeB,62,167.2,82.3
MG_496,HN,60,150.8,64
MG_496,JL,81,176.4,144.2
MG_496,LN,74,188.8,147.5
MG_497,BJ,62,236,116
MG_497,HeB,58,200,110.38
MG_497,HN,61,205.75,84.6
MG_497,JL,79,219.6,110.4
MG_497,LN,68,233.75,112
MG_498,BJ,64,240.6,78
MG_498,HeB,57,199,118.17
MG_498,HN,58,196.6,87.6
MG_498,JL,80,217,92.6
MG_498,LN,71,232.5,143
MG_499,BJ,63,211.75,45
MG_499,HeB,54,187.8,102.38
MG_499,HN,58,170.6,61.4
MG_499,JL,83,219.2,104
MG_499,LN,73,221.6,100
MG_50,BJ,59,212.2,116
MG_50,HeB,54,196.75,88.62
MG_50,HN,57,173.6,82.2
MG_50,JL,79,217.2,104.4
MG_50,LN,70,204,140
MG_500,BJ,66,225.25,120
MG_500,HeB,64,221,104.5
MG_500,HN,65,187.6,84.6
MG_500,JL,82,216,139.2
MG_500,LN,71,212.94,135
MG_501,BJ,68,190.8,60
MG_501,HeB,61,172.75,112.75
MG_501,HN,60,171.6,77.8
MG_501,JL,85,218.5,123
MG_501,LN,79,215.6,127.5
MG_502,BJ,65,204,80
MG_502,HeB,61,181.8,92.38
MG_502,HN,60,191,77.6
MG_502,JL,84,209,132.8
MG_502,LN,75,213.96,113
MG_503,BJ,64,221.75,116
MG_503,HeB,59,205.4,106.8
MG_503,HN,57,193.6,76.8
MG_503,JL,82,215.2,154
MG_503,LN,71,221.2,139
MG_504,BJ,62,214.75,108
MG_504,HeB,58,173,96.62
MG_504,HN,57,162.5,79.8
MG_504,JL,80,193.5,153.4
MG_504,LN,70,225.25,162
MG_505,BJ,67,223.2,106
MG_505,HeB,62,184,83.75
MG_505,HN,64,174,70.6
MG_505,JL,85,201.2,95
MG_505,LN,73,198.75,142
MG_506,BJ,68,208.2,76.67
MG_506,HeB,61,179,101.6
MG_506,HN,62,186,50.8
MG_506,JL,83,181.5,NA
MG_506,LN,76,186.02,77.5
MG_507,BJ,57,213.25,57.5
MG_507,HeB,53,200.6,39.33
MG_507,HN,54,163.2,45.6
MG_507,JL,75,225,93.4
MG_507,LN,69,248.4,68.75
MG_508,BJ,64,232.4,160
MG_508,HeB,63,222,127.6
MG_508,HN,60,204.25,157
MG_508,JL,83,218.4,90.6
MG_508,LN,72,226.75,181
MG_509,BJ,57,238.25,47.5
MG_509,HeB,53,239.8,37.73
MG_509,HN,75,NA,NA
MG_509,JL,79,242.8,90.6
MG_509,LN,68,253,82
MG_51,BJ,63,202.75,120
MG_51,HeB,66,233.33,96.5
MG_51,HN,57,166.2,87.75
MG_51,JL,76,198.5,157
MG_51,LN,70,207.4,127.5
MG_510,BJ,60,245,90
MG_510,HeB,56,210.5,65
MG_510,HN,58,214.75,52
MG_510,JL,77,219,72
MG_510,LN,68,240.5,125
MG_511,BJ,64,234,86
MG_511,HeB,58,174,76.9
MG_511,HN,61,182.2,63.4
MG_511,JL,79,198.25,153.2
MG_511,LN,73,220,110
MG_512,BJ,56,207.4,83.33
MG_512,HeB,57,180.25,93
MG_512,HN,55,190.75,71
MG_512,JL,70,208.4,117
MG_512,LN,68,202,143
MG_513,BJ,63,219.6,NA
MG_513,HeB,57,200.6,92.25
MG_513,HN,59,186.8,37
MG_513,JL,78,221.75,78.8
MG_513,LN,71,229.25,100
MG_514,BJ,65,189.6,47.5
MG_514,HeB,63,188,65.38
MG_514,HN,67,176.25,55.4
MG_514,JL,81,205.6,102.8
MG_514,LN,79,194.4,83.75
MG_515,BJ,69,220.25,NA
MG_515,HeB,64,208.8,95.25
MG_515,HN,70,153.25,31
MG_515,JL,85,197.75,115.4
MG_515,LN,77,216,75
MG_516,BJ,58,223.6,96
MG_516,HeB,54,188.8,88.3
MG_516,HN,59,186,58
MG_516,JL,78,206.8,112.8
MG_516,LN,71,214,146
MG_517,BJ,65,233.75,26
MG_517,HeB,58,200.25,82
MG_517,HN,61,172.12,68.2
MG_517,JL,87,214.8,72
MG_517,LN,77,219.3,88
MG_518,BJ,65,244.5,86
MG_518,HeB,61,232.5,140.17
MG_518,HN,65,201,28
MG_518,JL,81,223.8,80.4
MG_518,LN,70,234.2,147
MG_519,BJ,61,232.75,60
MG_519,HeB,55,193.8,74
MG_519,HN,59,199.5,72.4
MG_519,JL,76,174.8,88
MG_519,LN,68,233.25,82
MG_52,BJ,66,209.8,85
MG_52,HeB,58,189.4,119.7
MG_52,HN,59,184.5,95.2
MG_52,JL,81,209.8,108.4
MG_52,LN,73,230.5,148
MG_520,BJ,68,NA,NA
MG_520,HeB,70,169.5,111
MG_520,HN,61,165.8,66.25
MG_520,JL,82,171,118
MG_520,LN,78,178.88,108.75
MG_521,BJ,69,202.8,NA
MG_521,HeB,66,179,89.7
MG_521,HN,68,181.5,66.8
MG_521,JL,86,204.25,116.4
MG_521,LN,78,202.2,77
MG_522,BJ,64,214.8,106
MG_522,HeB,53,196.25,110.7
MG_522,HN,60,173.6,74.6
MG_522,JL,83,230.5,170.8
MG_522,LN,76,215.75,156
MG_523,BJ,62,230,18
MG_523,HeB,56,211.4,73.5
MG_523,HN,58,190.8,81.4
MG_523,JL,75,212,195.6
MG_523,LN,68,228.34,95
MG_524,BJ,61,203,100
MG_524,HeB,57,154.75,101.62
MG_524,HN,64,142.6,27.75
MG_524,JL,79,203,127.8
MG_524,LN,70,204,154
MG_525,BJ,64,242.6,77.5
MG_525,HeB,57,243.75,71
MG_525,HN,64,187.4,42
MG_525,JL,79,238,158.8
MG_525,LN,73,242,105
MG_526,BJ,59,200.2,70
MG_526,HeB,55,178,76.62
MG_526,HN,55,169,56.6
MG_526,JL,75,181.4,91.8
MG_526,LN,70,206.2,97.5
MG_527,BJ,63,221.6,146
MG_527,HeB,61,200.5,134.5
MG_527,HN,65,143.75,50.75
MG_527,JL,82,206.75,157.6
MG_527,LN,71,218.6,161
MG_528,BJ,67,191.5,78
MG_528,HeB,58,166.6,83.2
MG_528,HN,64,167,56.4
MG_528,JL,83,181,151.4
MG_528,LN,76,176.75,94
MG_529,BJ,64,236.2,62
MG_529,HeB,59,208,91.88
MG_529,HN,59,170,42.4
MG_529,JL,81,238,153
MG_529,LN,75,254.75,128.75
MG_53,BJ,60,224.25,112
MG_53,HeB,57,183.75,128.38
MG_53,HN,58,182.25,92.2
MG_53,JL,81,219.2,137.4
MG_53,LN,75,200,144
MG_530,BJ,64,214,107.5
MG_530,HeB,58,199.6,85.2
MG_530,HN,56,188.5,85.4
MG_530,JL,79,211,70.6
MG_530,LN,72,222.8,113.33
MG_531,BJ,59,232.5,110
MG_531,HeB,55,211.5,96.17
MG_531,HN,56,188.6,64.6
MG_531,JL,78,233,108.8
MG_531,LN,69,261.25,165
MG_532,BJ,63,251.2,140
MG_532,HeB,58,227.6,128.2
MG_532,HN,61,241.75,132.4
MG_532,JL,83,249.4,83.6
MG_532,LN,71,244.5,115
MG_533,BJ,57,223.4,66.67
MG_533,HeB,54,205,88.3
MG_533,HN,53,197.4,89.6
MG_533,JL,75,210.4,103
MG_533,LN,68,231.5,126
MG_534,BJ,65,230.75,136
MG_534,HeB,60,234.4,149.5
MG_534,HN,59,194.25,112.4
MG_534,JL,87,237,58.8
MG_534,LN,73,254.75,177
MG_535,BJ,67,254.4,20
MG_535,HeB,62,246.2,NA
MG_535,HN,72,197.4,NA
MG_535,JL,85,242.4,19
MG_535,LN,83,221.5,NA
MG_536,BJ,63,234.6,23.33
MG_536,HeB,61,209.8,67.83
MG_536,HN,63,203.8,70.6
MG_536,JL,87,226,75.8
MG_536,LN,70,221.75,80
MG_537,BJ,67,181.4,102.5
MG_537,HeB,58,145.8,103.5
MG_537,HN,60,160.6,88
MG_537,JL,80,180,140.4
MG_537,LN,71,179.5,132
MG_538,BJ,65,214.5,140
MG_538,HeB,56,181.4,126.9
MG_538,HN,58,180.75,114
MG_538,JL,83,201.6,116.6
MG_538,LN,71,211.5,140
MG_539,BJ,70,180.25,30
MG_539,HeB,58,186,75
MG_539,HN,65,166.25,42.6
MG_539,JL,85,186,91
MG_539,LN,77,181,89
MG_54,BJ,61,244.5,73.33
MG_54,HeB,60,205.25,90.2
MG_54,HN,57,190.4,83
MG_54,JL,79,222,NA
MG_54,LN,71,230.5,111
MG_540,BJ,64,268.8,107.5
MG_540,HeB,55,236.8,117
MG_540,HN,57,235.25,84
MG_540,JL,82,236.6,117.8
MG_540,LN,74,264,93
MG_541,BJ,66,223.25,108.75
MG_541,HeB,58,209.5,113.47
MG_541,HN,59,188,88.28
MG_541,JL,85,231.2,88.88
MG_541,LN,76,227.5,103.5
MG_542,BJ,61,177.4,120
MG_542,HeB,56,163,115
MG_542,HN,59,147.5,80.8
MG_542,JL,75,180,95
MG_542,LN,72,180.8,157
MG_543,BJ,63,249.4,140
MG_543,HeB,58,207.8,109
MG_543,HN,64,216.2,92.6
MG_543,JL,80,240,139
MG_543,LN,72,237.8,168.75
MG_544,BJ,60,223,135
MG_544,HeB,56,182.5,112.33
MG_544,HN,55,185.25,104.2
MG_544,JL,74,191,174.6
MG_544,LN,70,203.8,154
MG_545,BJ,66,249,116.67
MG_545,HeB,56,198.6,87.38
MG_545,HN,67,126.25,38
MG_545,JL,83,213,126.4
MG_545,LN,71,242.9,115
MG_546,BJ,66,217.6,82.5
MG_546,HeB,57,204.8,93.62
MG_546,HN,58,169.8,62.6
MG_546,JL,76,204.6,136.2
MG_546,LN,70,205.75,149
MG_547,BJ,65,215,72.5
MG_547,HeB,55,200.6,87.4
MG_547,HN,59,208,67.4
MG_547,JL,79,187.5,122.4
MG_547,LN,73,225.25,104
MG_548,BJ,60,198.8,78
MG_548,HeB,55,172.6,77.5
MG_548,HN,56,182.8,85.8
MG_548,JL,74,192,112.8
MG_548,LN,70,201.47,NA
MG_549,BJ,61,201.25,58
MG_549,HeB,56,181.25,63.25
MG_549,HN,63,152,45.4
MG_549,JL,80,199.6,112.8
MG_549,LN,70,187.75,105
MG_55,BJ,57,233.6,94
MG_55,HeB,63,225,88.5
MG_55,HN,53,196,76.2
MG_55,JL,70,217.5,62.5
MG_55,LN,64,211.6,123
MG_550,BJ,59,217.6,105
MG_550,HeB,58,167.2,75.1
MG_550,HN,61,155.6,18.6
MG_550,JL,73,165,67.4
MG_550,LN,72,171.12,72.5
MG_551,BJ,66,221.6,118
MG_551,HeB,57,198.5,103.1
MG_551,HN,63,168.8,63.2
MG_551,JL,86,208.75,122.8
MG_551,LN,75,210.4,112
MG_552,BJ,63,206,88
MG_552,HeB,56,173.75,111.1
MG_552,HN,61,163.2,80.8
MG_552,JL,78,185,70.8
MG_552,LN,70,196.5,105
MG_553,BJ,63,199.8,NA
MG_553,HeB,57,181.4,117
MG_553,HN,58,173.2,80
MG_553,JL,81,211.75,89
MG_553,LN,70,214,131
MG_554,BJ,61,189,84
MG_554,HeB,56,194,87.15
MG_554,HN,58,199,94.6
MG_554,JL,78,215,43
MG_554,LN,71,194.76,68
MG_555,BJ,67,171.4,60
MG_555,HeB,58,171.4,52.5
MG_555,HN,59,165.6,62.4
MG_555,JL,86,182,75.6
MG_555,LN,75,194,NA
MG_556,BJ,63,285,84
MG_556,HeB,63,225.8,72.67
MG_556,HN,64,238.75,96.4
MG_556,JL,83,241.5,100.4
MG_556,LN,72,223.04,133.33
MG_557,BJ,68,174,102
MG_557,HeB,60,142,99.62
MG_557,HN,67,125.6,41.8
MG_557,JL,83,170.6,121.2
MG_557,LN,73,NA,83
MG_558,BJ,62,244.5,102.5
MG_558,HeB,58,230,119.27
MG_558,HN,58,211.2,76.8
MG_558,JL,83,240,69.8
MG_558,LN,70,235.5,137
MG_559,BJ,64,255,102
MG_559,HeB,60,238,120.17
MG_559,HN,62,238.25,103
MG_559,JL,76,251,89.2
MG_559,LN,70,250.75,92.5
MG_56,BJ,65,233,103.33
MG_56,HeB,62,202.5,87
MG_56,HN,59,186,59
MG_56,JL,83,201.25,112.2
MG_56,LN,72,228,116
MG_560,BJ,65,232.5,92.5
MG_560,HeB,58,200,93.25
MG_560,HN,57,163.8,71.4
MG_560,JL,85,225.2,78
MG_560,LN,74,225.36,120
MG_561,BJ,65,218.6,30
MG_561,HeB,55,216.6,99.7
MG_561,HN,57,171.4,135.8
MG_561,JL,83,215,137.8
MG_561,LN,77,207.5,98.33
MG_562,BJ,63,233,63.33
MG_562,HeB,61,191.4,78.67
MG_562,HN,62,181.5,54.6
MG_562,JL,85,243.6,63.2
MG_562,LN,76,222.6,83
MG_563,BJ,63,249.25,96
MG_563,HeB,57,229.25,98.17
MG_563,HN,59,208,67
MG_563,JL,81,236.4,73.2
MG_563,LN,74,196.6,95
MG_564,BJ,67,151.6,77.5
MG_564,HeB,58,153.25,117
MG_564,HN,59,137,74.6
MG_564,JL,85,160.75,72.6
MG_564,LN,77,154.3,128.75
MG_565,BJ,62,216.4,66
MG_565,HeB,66,210.33,65.88
MG_565,HN,59,199.5,68.8
MG_565,JL,81,217.2,66.6
MG_565,LN,73,227.5,123
MG_566,BJ,66,300.6,20
MG_566,HeB,66,281.25,53.75
MG_566,HN,67,263.1,52.4
MG_566,JL,91,295.5,60.4
MG_566,LN,80,287,75
MG_567,BJ,61,243,86
MG_567,HeB,57,214,99.25
MG_567,HN,61,213,76.4
MG_567,JL,85,239.6,78.8
MG_567,LN,73,223.34,144
MG_568,BJ,67,251.75,66
MG_568,HeB,60,212.4,75.7
MG_568,HN,76,165.5,26.75
MG_568,JL,85,235.25,87
MG_568,LN,75,212,88.75
MG_569,BJ,60,206.75,92.5
MG_569,HeB,61,191.6,97
MG_569,HN,56,177.2,94.4
MG_569,JL,80,214.6,150.2
MG_569,LN,71,230.6,163
MG_57,BJ,62,248.75,86.67
MG_57,HeB,60,195,121.2
MG_57,HN,59,215,102.2
MG_57,JL,81,237,78.4
MG_57,LN,69,248.2,110
MG_570,BJ,61,222.75,106.67
MG_570,HeB,58,219,87.1
MG_570,HN,59,211.6,70.4
MG_570,JL,82,228.8,83.8
MG_570,LN,72,232,124
MG_571,BJ,62,219,62
MG_571,HeB,56,186.2,93
MG_571,HN,53,189.75,94.2
MG_571,JL,80,225.25,135
MG_571,LN,69,225.93,118.75
MG_572,BJ,64,179.4,50
MG_572,HeB,58,155.8,66.5
MG_572,HN,59,175,70.6
MG_572,JL,82,186.4,63
MG_572,LN,70,199.75,83.75
MG_573,BJ,67,257,102.5
MG_573,HeB,60,224.25,112.1
MG_573,HN,62,232.6,96.6
MG_573,JL,85,252,121
MG_573,LN,72,267.4,155
MG_574,BJ,65,259,126
MG_574,HeB,58,218.75,119.12
MG_574,HN,59,216,86.4
MG_574,JL,81,227.5,151
MG_574,LN,70,247.4,133
MG_575,BJ,67,196.75,NA
MG_575,HeB,59,180,66
MG_575,HN,63,161,51
MG_575,JL,80,221.67,84.25
MG_575,LN,NA,223,NA
MG_576,BJ,63,257.2,106
MG_576,HeB,56,229.8,98.8
MG_576,HN,57,204.4,78.8
MG_576,JL,83,255.6,80.8
MG_576,LN,72,252.4,118.75
MG_577,BJ,61,229.4,86
MG_577,HeB,58,196.5,98.75
MG_577,HN,57,190.25,89
MG_577,JL,80,214.6,86.2
MG_577,LN,70,204.6,102
MG_578,BJ,67,186.75,46
MG_578,HeB,57,167.6,112.12
MG_578,HN,64,153.4,54.8
MG_578,JL,85,205.4,110
MG_578,LN,76,190.2,108
MG_579,BJ,64,249.25,86
MG_579,HeB,60,140.75,71.5
MG_579,HN,67,156.6,56.8
MG_579,JL,85,186,126.4
MG_579,LN,74,193.8,102
MG_58,BJ,58,206.25,60
MG_58,HeB,56,184.5,59
MG_58,HN,55,171,57
MG_58,JL,80,209.25,48.8
MG_58,LN,65,204,87.5
MG_580,BJ,67,234.2,80
MG_580,HeB,60,214.5,64.1
MG_580,HN,60,199.1,75.2
MG_580,JL,83,192,36
MG_580,LN,75,218.6,90
MG_581,BJ,65,224.5,82
MG_581,HeB,64,193.75,96.67
MG_581,HN,60,180.6,79.4
MG_581,JL,82,194.4,100.2
MG_581,LN,73,201.75,111
MG_582,BJ,65,244,NA
MG_582,HeB,57,206.6,78
MG_582,HN,61,199,67
MG_582,JL,87,252,96
MG_582,LN,75,249.75,126
MG_583,BJ,65,243,38
MG_583,HeB,62,222,74.62
MG_583,HN,58,186.6,62.8
MG_583,JL,83,248,77.2
MG_583,LN,75,239,NA
MG_584,BJ,67,244.6,14
MG_584,HeB,56,206,88.2
MG_584,HN,60,219,64.4
MG_584,JL,80,223.75,130.8
MG_584,LN,70,244.18,126
MG_585,BJ,64,186.25,73.33
MG_585,HeB,60,148.25,73.5
MG_585,HN,57,158.5,45.8
MG_585,JL,81,171.75,92.6
MG_585,LN,70,174.44,73
MG_586,BJ,57,244.25,20
MG_586,HeB,54,228.4,63.5
MG_586,HN,60,207.5,52.8
MG_586,JL,79,240.6,53.6
MG_586,LN,72,232.62,86.67
MG_587,BJ,63,221.4,90
MG_587,HeB,62,185.25,76.12
MG_587,HN,NA,NA,NA
MG_587,JL,83,230,95
MG_587,LN,75,231.17,105
MG_588,BJ,63,163,66.67
MG_588,HeB,60,156.8,83.88
MG_588,HN,69,117.33,NA
MG_588,JL,79,162.2,83
